MNL,0.000000
HMV,0.000000
CRM,0.000000
SCY,0.000000
DGT,0.000000
STL,0.000000
GYE,0.000000
PCL,0.000000
HAM,0.000000
CMN,0.000000
TCB,0.000000
ZAD,0.000000
HGH,0.000000
OPS,0.000000
YIK,0.000000
HKG,0.000000
BRL,0.000000
NBC,0.000000
MGQ,0.000000
KUL,0.000000
FMM,0.000000
YPX,0.000000
MSL,0.000000
JKG,0.000000
NBO,0.000000
YUD,0.000000
KOK,0.000000
YKL,0.000000
GYN,0.000000
YGW,0.000000
CEK,0.000000
CGY,0.000000
MCO,0.000000
ABJ,0.000000
GIG,0.000000
MJZ,0.000000
TFS,0.000000
HAK,0.000000
AYP,0.000000
BRA,0.000000
ACH,0.000000
GRZ,0.000000
AJR,0.000000
KLO,0.000000
ODO,0.000000
FDH,0.000000
SZG,0.000000
CLO,0.000000
YQC,0.000000
UBA,0.000000
DLA,0.000000
PER,0.000000
GNV,0.000000
OSL,0.000000
YZV,0.000000
BLQ,0.000000
KTN,0.000000
DRS,0.000000
MRV,0.000000
EGO,0.000000
ASF,0.000000
OER,0.000000
YTQ,0.000000
BKK,0.000000
TUP,0.000000
YWB,0.000000
CBO,0.000000
SVX,0.000000
CUZ,0.000000
LGP,0.000000
KGD,0.000000
PEM,0.000000
VXO,0.000000
KSD,0.000000
VHM,0.000000
VBY,0.000000
UDI,0.000000
YWK,0.000000
TXL,0.000000
ORD,0.000000
REP,0.000000
MUC,0.000000
BCN,0.000000
YZG,0.000000
AER,0.000000
KRF,0.000000
KZN,0.000000
CKY,0.000000
SIN,0.000000
VDC,0.000000
GES,0.000000
FNA,0.000000
MTM,0.000000
OCC,0.000000
LED,0.000000
YGL,0.000000
AUX,0.000000
PMW,0.000000
DEC,0.000000
COO,0.000000
BRU,0.000000
LWB,0.000000
OXB,0.000000
GVA,0.000000
ARN,0.000000
AMS,0.000000
BDS,0.000000
BJL,0.000000
UKX,0.000000
TLH,0.000000
ZRH,0.000000
PBI,0.000000
DWC,0.000000
YPH,0.000000
SJP,0.000000
KIX,0.000000
CAC,0.000000
JED,0.000000
GYD,0.000000
BXU,0.000000
EYW,0.000000
JIB,0.000000
YUY,0.000000
KLN,0.000000
FPO,0.000000
TGK,0.000000
HUU,0.000000
PNS,0.000000
MPH,0.000000
BOD,0.000000
ACC,0.000000
TRF,0.000000
DXB,0.000000
PLU,0.000000
OZC,0.000000
MEI,0.000000
TPA,0.000000
CGB,0.000000
RXS,0.000000
DUS,0.000000
BSO,0.000000
TNG,0.000000
BOG,0.000000
ROB,0.000000
OVB,0.000000
YQB,0.000000
OUA,0.000000
UIO,0.000000
YKS,0.000000
NUX,0.000000
LFW,0.000000
EBA,0.000000
MCN,0.000000
ZAM,0.000000
GHB,0.000000
HAD,0.000000
JAX,0.000000
NAP,0.000000
DOU,0.000000
ULK,0.000000
BSB,0.000000
YKG,0.000000
GRU,0.000000
BOY,0.000000
DKR,0.000000
POR,0.000000
UUA,0.000000
HKT,0.000000
FLL,0.000000
KYK,0.000000
BGY,0.000000
ADQ,0.000000
SSA,0.000000
BIM,0.000000
BKO,0.000000
NIM,0.000000
PEN,0.000000
IQT,0.000000
MHQ,0.000000
LYC,0.000000
HTA,0.000000
DRW,0.000000
TUG,0.000000
PNH,0.000000
LPA,0.000000
LIM,0.000000
GEV,0.000000
RSW,0.000000
RAO,0.000000
XGR,0.000000
PPS,0.000000
BRS,0.000000
NJC,0.000000
GLH,0.000000
TPE,0.000000
PIB,0.000000
JBR,0.000000
NDR,0.000000
SGN,0.000000
MHH,0.000000
CGR,0.000000
TKU,0.000000
TPP,0.000000
RGN,0.000000
AKV,0.000000
GGT,0.000000
YSK,0.000000
SWA,0.000000
ELH,0.000000
LCA,0.000000
YUL,0.000000
RMF,0.000000
KCK,0.000000
ATL,0.000000
DME,0.000000
LOS,0.000000
IKT,0.000000
OLB,0.000000
YVP,0.000000
YPJ,0.000000
BTK,0.000000
LGW,0.000000
SUG,0.000000
